survey,page,topic,base_desc,group,segment,sample_n,item,value
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,15~19세,755,관광활동비 (전체 기준),483.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,20대,4322,채류 기간,10.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,20대,4322,세부 항목 - 식비 (1일 기준),230.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,20대,4322,숙박비 (1박 기준),271.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,20대,4322,현지 쇼핑비 (전체 기준),476.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,20대,4322,관광활동비 (전체 기준),426.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,30대,4242,채류 기간,9.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,30대,4242,세부 항목 - 식비 (1일 기준),243.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,30대,4242,숙박비 (1박 기준),291.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,30대,4242,현지 쇼핑비 (전체 기준),535.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,30대,4242,관광활동비 (전체 기준),466.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,40대,2843,채류 기간,8.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,40대,2843,세부 항목 - 식비 (1일 기준),213.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,40대,2843,숙박비 (1박 기준),263.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,40대,2843,현지 쇼핑비 (전체 기준),449.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,40대,2843,관광활동비 (전체 기준),412.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,50대,2154,채류 기간,8.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,50대,2154,세부 항목 - 식비 (1일 기준),208.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,50대,2154,숙박비 (1박 기준),259.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,50대,2154,현지 쇼핑비 (전체 기준),437.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,50대,2154,관광활동비 (전체 기준),408.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,60세 이상,2045,채류 기간,7.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,60세 이상,2045,세부 항목 - 식비 (1일 기준),253.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,60세 이상,2045,숙박비 (1박 기준),295.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,60세 이상,2045,현지 쇼핑비 (전체 기준),507.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",연령별,60세 이상,2045,관광활동비 (전체 기준),458.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 15~19세,282,채류 기간,10.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 15~19세,282,세부 항목 - 식비 (1일 기준),320.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 15~19세,282,숙박비 (1박 기준),336.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 15~19세,282,현지 쇼핑비 (전체 기준),546.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 15~19세,282,관광활동비 (전체 기준),538.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 20대,1544,채류 기간,10.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 20대,1544,세부 항목 - 식비 (1일 기준),246.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 20대,1544,숙박비 (1박 기준),293.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 20대,1544,현지 쇼핑비 (전체 기준),455.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 20대,1544,관광활동비 (전체 기준),450.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 30대,1982,채류 기간,10.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 30대,1982,세부 항목 - 식비 (1일 기준),262.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 30대,1982,숙박비 (1박 기준),315.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 30대,1982,현지 쇼핑비 (전체 기준),509.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 30대,1982,관광활동비 (전체 기준),493.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 40대,1420,채류 기간,9.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 40대,1420,세부 항목 - 식비 (1일 기준),224.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 40대,1420,숙박비 (1박 기준),284.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 40대,1420,현지 쇼핑비 (전체 기준),421.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 40대,1420,관광활동비 (전체 기준),404.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 50대,992,채류 기간,8.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 50대,992,세부 항목 - 식비 (1일 기준),205.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 50대,992,숙박비 (1박 기준),270.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 50대,992,현지 쇼핑비 (전체 기준),422.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 50대,992,관광활동비 (전체 기준),432.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 60세 이상,930,채류 기간,8.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 60세 이상,930,세부 항목 - 식비 (1일 기준),253.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 60세 이상,930,숙박비 (1박 기준),294.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 60세 이상,930,현지 쇼핑비 (전체 기준),487.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,남성 60세 이상,930,관광활동비 (전체 기준),444.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 15~19세,473,채류 기간,10.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 15~19세,473,세부 항목 - 식비 (1일 기준),207.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 15~19세,473,숙박비 (1박 기준),226.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 15~19세,473,현지 쇼핑비 (전체 기준),451.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 15~19세,473,관광활동비 (전체 기준),450.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 20대,2778,채류 기간,9.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 20대,2778,세부 항목 - 식비 (1일 기준),222.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 20대,2778,숙박비 (1박 기준),258.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 20대,2778,현지 쇼핑비 (전체 기준),488.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 20대,2778,관광활동비 (전체 기준),413.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 30대,2260,채류 기간,8.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 30대,2260,세부 항목 - 식비 (1일 기준),226.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 30대,2260,숙박비 (1박 기준),271.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 30대,2260,현지 쇼핑비 (전체 기준),557.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 30대,2260,관광활동비 (전체 기준),443.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 40대,1423,채류 기간,8.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 40대,1423,세부 항목 - 식비 (1일 기준),202.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 40대,1423,숙박비 (1박 기준),242.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 40대,1423,현지 쇼핑비 (전체 기준),477.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 40대,1423,관광활동비 (전체 기준),419.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 50대,1161,채류 기간,8.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 50대,1161,세부 항목 - 식비 (1일 기준),211.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 50대,1161,숙박비 (1박 기준),249.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 50대,1161,현지 쇼핑비 (전체 기준),450.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 50대,1161,관광활동비 (전체 기준),388.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 60세 이상,1115,채류 기간,7.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 60세 이상,1115,세부 항목 - 식비 (1일 기준),253.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 60세 이상,1115,숙박비 (1박 기준),296.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 60세 이상,1115,현지 쇼핑비 (전체 기준),524.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",성별&연령별,여성 60세 이상,1115,관광활동비 (전체 기준),470.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,중국,2600,채류 기간,6.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,중국,2600,세부 항목 - 식비 (1일 기준),174.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,중국,2600,숙박비 (1박 기준),195.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,중국,2600,현지 쇼핑비 (전체 기준),818.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,중국,2600,관광활동비 (전체 기준),428.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,홍콩(중국),465,채류 기간,6.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,홍콩(중국),465,세부 항목 - 식비 (1일 기준),169.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,홍콩(중국),465,숙박비 (1박 기준),205.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,홍콩(중국),465,현지 쇼핑비 (전체 기준),425.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,홍콩(중국),465,관광활동비 (전체 기준),226.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,대만,465,채류 기간,5.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,대만,465,세부 항목 - 식비 (1일 기준),121.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,대만,465,숙박비 (1박 기준),164.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,대만,465,현지 쇼핑비 (전체 기준),298.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,대만,465,관광활동비 (전체 기준),178.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,일본,1670,채류 기간,3.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,일본,1670,세부 항목 - 식비 (1일 기준),109.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,일본,1670,숙박비 (1박 기준),155.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,일본,1670,현지 쇼핑비 (전체 기준),201.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,일본,1670,관광활동비 (전체 기준),135.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,태국,465,채류 기간,8.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,태국,465,세부 항목 - 식비 (1일 기준),188.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,태국,465,숙박비 (1박 기준),224.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,태국,465,현지 쇼핑비 (전체 기준),379.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,태국,465,관광활동비 (전체 기준),288.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,싱가포르,465,채류 기간,7.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,싱가포르,465,세부 항목 - 식비 (1일 기준),261.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,싱가포르,465,숙박비 (1박 기준),299.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,싱가포르,465,현지 쇼핑비 (전체 기준),508.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,싱가포르,465,관광활동비 (전체 기준),460.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,말레이시아,465,채류 기간,7.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,말레이시아,465,세부 항목 - 식비 (1일 기준),158.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,말레이시아,465,숙박비 (1박 기준),203.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,말레이시아,465,현지 쇼핑비 (전체 기준),327.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,말레이시아,465,관광활동비 (전체 기준),379.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,베트남,465,채류 기간,8.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,베트남,465,세부 항목 - 식비 (1일 기준),201.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,베트남,465,숙박비 (1박 기준),187.5
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,베트남,465,현지 쇼핑비 (전체 기준),299.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,베트남,465,관광활동비 (전체 기준),295.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도네시아,465,채류 기간,9.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도네시아,465,세부 항목 - 식비 (1일 기준),172.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도네시아,465,숙박비 (1박 기준),174.2
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도네시아,465,현지 쇼핑비 (전체 기준),320.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도네시아,465,관광활동비 (전체 기준),291.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,필리핀,465,채류 기간,10.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,필리핀,465,세부 항목 - 식비 (1일 기준),199.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,필리핀,465,숙박비 (1박 기준),219.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,필리핀,465,현지 쇼핑비 (전체 기준),330.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,필리핀,465,관광활동비 (전체 기준),389.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도,465,채류 기간,10.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도,465,세부 항목 - 식비 (1일 기준),298.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도,465,숙박비 (1박 기준),330.7
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도,465,현지 쇼핑비 (전체 기준),510.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,인도,465,관광활동비 (전체 기준),725.0
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,몽골,465,채류 기간,15.1
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,몽골,465,세부 항목 - 식비 (1일 기준),103.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,몽골,465,숙박비 (1박 기준),177.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,몽골,465,현지 쇼핑비 (전체 기준),616.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,몽골,465,관광활동비 (전체 기준),408.6
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,아랍에미리트,465,채류 기간,13.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,아랍에미리트,465,세부 항목 - 식비 (1일 기준),275.3
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,아랍에미리트,465,숙박비 (1박 기준),332.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,아랍에미리트,465,현지 쇼핑비 (전체 기준),544.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,아랍에미리트,465,관광활동비 (전체 기준),587.8
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,사우디아라비아,465,채류 기간,12.4
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,사우디아라비아,465,세부 항목 - 식비 (1일 기준),367.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,사우디아라비아,465,숙박비 (1박 기준),426.9
방한의향자,329,15. 한국 방문 시 희망 체류 기간 및 지출금액,"(전체 방한 의향자 base, 단위: 일, %)",거주국별,사우디아라비아,465,현지 쇼핑비 (전체 기준),601.1
